#BGC Name	Family Number
BGC0000457	428
ZJ_WZ_contig_6403591.region001	428
BGC0002689	2444
GX_BH_contig_24093332.region001	2444
GD_ST_contig_4723645.region001	2511
GD_ST_contig_6145992.region001	2513
GD_ZH_contig_19975720.region001	2549
GD_ZH_contig_21300796.region001	2557
GD_ZH_contig_21355347.region001	2558
GD_ZH_contig_24465168.region001	2570
GD_ZH_contig_25188772.region002	2573
GD_ZH_contig_26260062.region001	2579
GD_ZH_contig_5428584.region001	2588
GD_ZH_contig_7111405.region001	2595
GX_BH_contig_1021579.region001	2609
GX_BH_contig_10221047.region001	2610
GX_BH_contig_17258045.region001	2623
GX_BH_contig_6745036.region001	2647
HN_SY_contig_13348961.region001	2657
HN_SY_contig_17845991.region001	2662
JS_LYG_contig_2546501.region001	2690
JS_LYG_contig_9611338.region001	2696
JS_YC_contig_21296860.region001	2730
JS_YC_contig_22461621.region001	2736
JS_YC_contig_26165720.region001	2743
JS_YC_contig_6167522.region001	2757
LN_DD_contig_11544331.region001	2785
LN_DD_contig_12436789.region001	2787
LN_DD_contig_15597930.region001	2795
LN_DD_contig_2192311.region001	2812
LN_DD_contig_22504336.region001	2814
LN_DD_contig_67352.region001	2823
SD_DY_contig_15443866.region001	2844
SD_DY_contig_16951154.region001	2850
SD_DY_contig_19035083.region001	2860
SD_DY_contig_23097043.region001	2860
SD_DY_contig_9503705.region001	2860
SD_DY_contig_21746912.region001	2868
SD_DY_contig_2314354.region001	2883
SD_DY_contig_23471664.region001	2884
SD_DY_contig_25158393.region001	2894
SD_DY_contig_27579362.region001	2902
SD_DY_contig_28922950.region001	2910
SD_DY_contig_4541248.region001	2918
SD_DY_contig_5353751.region001	2921
SD_DY_contig_581325.region001	2924
SD_DY_contig_6213267.region001	2926
SD_DY_contig_7489233.region001	2934
SD_DY_contig_8331705.region001	2941
FJ_XM_contig_5614860.region001	2964
JS_YC_contig_14104893.region001	2964
LN_DD_contig_14823061.region001	2964
LN_DD_contig_5684987.region001	2964
SD_QD_contig_13645228.region001	2964
GX_BH_contig_22911309.region001	2966
GX_BH_contig_936746.region001	2966
JS_YC_contig_13093603.region001	2966
SD_QD_contig_14416813.region001	2966
SD_QD_contig_16779813.region001	2970
ZJ_NB_contig_12141422.region001	2999
ZJ_NB_contig_14949570.region001	3010
ZJ_NB_contig_15306841.region001	3011
ZJ_NB_contig_3689460.region001	3034
ZJ_NB_contig_4217584.region001	3040
ZJ_NB_contig_543294.region001	3044
ZJ_NB_contig_620586.region001	3047
ZJ_NB_contig_8282436.region001	3053
ZJ_WZ_contig_13472811.region001	3069
ZJ_WZ_contig_15002768.region002	3076
ZJ_WZ_contig_18452205.region001	3084
ZJ_WZ_contig_22795467.region001	3095
ZJ_WZ_contig_24076148.region001	3099
ZJ_WZ_contig_24681133.region001	3101
ZJ_WZ_contig_25242890.region001	3103
ZJ_WZ_contig_27064443.region001	3111
ZJ_WZ_contig_4117647.region001	3117
ZJ_WZ_contig_4476482.region001	3121
ZJ_WZ_contig_549677.region001	3126
ZJ_WZ_contig_5944164.region001	3129
ZJ_WZ_contig_6650721.region001	3134
ZJ_WZ_contig_8540778.region001	3139
ZJ_WZ_contig_8928421.region001	3140
ZJ_WZ_contig_9646821.region001	3143
