#BGC Name	Family Number
BGC0000282	263
BGC0000457	428
ZJ_WZ_contig_6403591.region001	428
BGC0000630	592
BGC0000635	592
BGC0000638	599
BGC0000639	599
BGC0000640	599
BGC0000641	599
BGC0000642	599
BGC0000634	600
BGC0000643	600
BGC0000646	603
BGC0000647	604
BGC0000656	612
BGC0000853	792
BGC0002052	792
BGC0000852	798
BGC0000854	798
BGC0000855	798
BGC0000856	798
BGC0000857	798
BGC0000858	798
BGC0000859	798
JS_YC_contig_10349015.region001	798
ZJ_NB_contig_6693270.region001	798
BGC0000860	799
BGC0001647	1521
BGC0001890	1740
BGC0001831	1795
BGC0001964	1795
BGC0002528	2300
FJ_XM_contig_10132429.region001	2489
FJ_XM_contig_20067532.region001	2492
FJ_XM_contig_21338594.region001	2493
GD_ZH_contig_24368148.region001	2493
GD_ZH_contig_26135987.region001	2493
GX_BH_contig_4654355.region001	2493
HN_SY_contig_13699430.region001	2493
FJ_XM_contig_25903625.region001	2494
FJ_XM_contig_2813959.region001	2496
FJ_XM_contig_36007956.region001	2498
FJ_XM_contig_6476499.region001	2500
FJ_XM_contig_7439548.region001	2501
FJ_XM_contig_8771700.region001	2502
GD_ST_contig_15982840.region001	2503
FJ_XM_contig_27801339.region001	2504
GD_ST_contig_16683047.region001	2504
GD_ST_contig_18775541.region001	2505
GD_ST_contig_21185174.region001	2506
ZJ_WZ_contig_1375483.region001	2506
GD_ST_contig_21330448.region001	2507
GD_ST_contig_22097523.region001	2508
GD_ST_contig_26210141.region001	2509
GD_ST_contig_3015468.region001	2510
GD_ST_contig_4723645.region001	2511
GD_ST_contig_6032448.region001	2512
GD_ST_contig_6145992.region001	2513
GD_ZH_contig_10505396.region001	2514
GD_ZH_contig_1057872.region001	2515
GD_ZH_contig_107649.region001	2516
GD_ZH_contig_10806400.region001	2517
GD_ZH_contig_11035848.region001	2519
GD_ZH_contig_11187011.region001	2522
GD_ZH_contig_11519269.region001	2523
GD_ZH_contig_11569046.region001	2524
ZJ_WZ_contig_6703974.region001	2524
GD_ZH_contig_11920709.region001	2525
GD_ZH_contig_11962797.region001	2526
GD_ZH_contig_13764930.region001	2528
GD_ZH_contig_13860703.region001	2529
GD_ZH_contig_14663506.region001	2530
GD_ZH_contig_14663506.region002	2531
GD_ZH_contig_15177757.region001	2532
GD_ZH_contig_15232623.region001	2533
GD_ZH_contig_15448967.region001	2534
GD_ZH_contig_1550518.region001	2535
GD_ZH_contig_15621398.region001	2536
GD_ZH_contig_15682576.region001	2537
GD_ZH_contig_15688152.region001	2538
GD_ZH_contig_17588901.region001	2539
GD_ZH_contig_17764897.region001	2540
GD_ZH_contig_17844912.region001	2541
GD_ZH_contig_18011661.region001	2543
GD_ZH_contig_18629089.region001	2545
GD_ZH_contig_18666303.region001	2546
GD_ZH_contig_18671642.region001	2547
GD_ZH_contig_19975720.region001	2549
GD_ZH_contig_20047269.region001	2550
GD_ZH_contig_20049290.region001	2551
GD_ZH_contig_20448458.region001	2552
SD_DY_contig_774650.region001	2552
GD_ZH_contig_20469917.region001	2553
GD_ZH_contig_20709471.region001	2554
GD_ZH_contig_20748211.region001	2555
GD_ZH_contig_21165519.region001	2556
GD_ZH_contig_21300796.region001	2557
GD_ZH_contig_21355347.region001	2558
GD_ZH_contig_21728907.region001	2559
GD_ZH_contig_22468248.region001	2560
GD_ZH_contig_22690117.region001	2561
