#BGC Name	Family Number
BGC0000836	776
BGC0000837	777
BGC0000839	779
BGC0000852	791
BGC0000853	792
BGC0002052	792
BGC0000854	796
BGC0000856	796
BGC0000857	796
FJ_XM_contig_34082890.region001	796
JS_YC_contig_19434503.region001	796
BGC0000858	797
BGC0000860	799
BGC0000940	878
BGC0000941	878
BGC0001453	878
BGC0001572	1449
BGC0002008	1832
BGC0002620	2381
BGC0001478	2445
BGC0002305	2445
BGC0002690	2445
FJ_XM_contig_10675464.region001	2495
FJ_XM_contig_11001222.region001	2497
FJ_XM_contig_12505267.region001	2509
FJ_XM_contig_12572442.region001	2510
FJ_XM_contig_13288344.region001	2517
FJ_XM_contig_13514961.region001	2519
FJ_XM_contig_14531313.region001	2529
FJ_XM_contig_14753958.region001	2533
FJ_XM_contig_1494747.region001	2535
FJ_XM_contig_1507571.region001	2536
FJ_XM_contig_15467637.region001	2541
FJ_XM_contig_19980161.region001	2562
FJ_XM_contig_20689371.region001	2569
FJ_XM_contig_21767374.region001	2576
FJ_XM_contig_23050496.region001	2587
FJ_XM_contig_14185730.region001	2607
FJ_XM_contig_26017293.region001	2607
FJ_XM_contig_26094985.region001	2608
FJ_XM_contig_27385135.region001	2617
FJ_XM_contig_28653136.region001	2629
FJ_XM_contig_31007308.region001	2642
FJ_XM_contig_31564514.region001	2645
FJ_XM_contig_32077655.region001	2653
HN_SY_contig_6219805.region001	2653
LN_DD_contig_12388163.region001	2653
LN_DD_contig_9126213.region001	2653
SD_QD_contig_27589939.region001	2653
FJ_XM_contig_32324986.region001	2657
FJ_XM_contig_34591826.region001	2670
FJ_XM_contig_35072142.region001	2673
JS_YC_contig_10349015.region001	2673
SD_DY_contig_26671443.region001	2673
ZJ_NB_contig_22767887.region001	2673
ZJ_NB_contig_23273957.region001	2673
ZJ_NB_contig_6693270.region001	2673
FJ_XM_contig_35380707.region001	2675
FJ_XM_contig_4549746.region001	2693
FJ_XM_contig_4598570.region001	2694
FJ_XM_contig_4661740.region001	2695
FJ_XM_contig_5011745.region001	2698
FJ_XM_contig_5903962.region001	2704
FJ_XM_contig_6431143.region001	2711
JS_LYG_contig_9878242.region001	2711
ZJ_WZ_contig_1095615.region001	2711
FJ_XM_contig_6519491.region001	2715
FJ_XM_contig_7289939.region001	2728
FJ_XM_contig_7651093.region001	2731
FJ_XM_contig_7721052.region001	2733
GD_ZH_contig_19922972.region001	2733
SD_DY_contig_26506736.region001	2733
SD_DY_contig_6257240.region001	2733
FJ_XM_contig_7737652.region001	2735
FJ_XM_contig_8206065.region001	2742
FJ_XM_contig_8284851.region001	2744
FJ_XM_contig_8771700.region001	2750
FJ_XM_contig_9001509.region001	2753
FJ_XM_contig_9081281.region001	2754
GD_ST_contig_10042838.region001	2759
GD_ST_contig_10637286.region001	2775
GD_ST_contig_11186262.region001	2786
GD_ST_contig_11407021.region001	2789
GD_ST_contig_11595524.region001	2792
GD_ST_contig_12432468.region001	2804
JS_LYG_contig_24034685.region001	2804
GD_ST_contig_12828867.region001	2815
GD_ST_contig_13103344.region001	2820
GD_ST_contig_14471378.region001	2837
GD_ST_contig_14913635.region001	2852
GD_ST_contig_15061959.region001	2857
GD_ST_contig_15161603.region001	2858
GD_ST_contig_15750521.region001	2867
GD_ST_contig_15905221.region001	2869
FJ_XM_contig_27801339.region001	2881
FJ_XM_contig_8197956.region001	2881
GD_ST_contig_16683047.region001	2881
GD_ST_contig_3701991.region001	2881
HN_SY_contig_23631584.region001	2881
HN_SY_contig_27177261.region001	2881
HN_SY_contig_4040870.region001	2881
SD_DY_contig_22937114.region001	2881
GD_ST_contig_16808951.region001	2886
GD_ST_contig_17152971.region001	2897
FJ_XM_contig_26342117.region001	2908
GD_ST_contig_12711876.region001	2908
GD_ST_contig_17700611.region001	2908
GD_ZH_contig_3063433.region001	2908
ZJ_NB_contig_26060206.region001	2908
GD_ST_contig_17772950.region001	2910
GD_ST_contig_19446025.region001	2952
GD_ST_contig_1953007.region001	2954
GD_ST_contig_19718371.region001	2956
GD_ST_contig_20353423.region001	2974
GD_ST_contig_20665579.region001	2983
GD_ST_contig_7361501.region001	2983
GX_BH_contig_6277031.region001	2983
GD_ST_contig_20671937.region001	2984
GD_ST_contig_21376844.region001	2999
GD_ST_contig_21446010.region001	3001
GD_ST_contig_21671917.region001	3004
GD_ST_contig_22097523.region001	3011
GD_ST_contig_23367335.region001	3029
GD_ST_contig_24291182.region001	3042
GD_ST_contig_24547510.region001	3048
GD_ST_contig_24642819.region001	3049
GD_ST_contig_24961168.region001	3053
GD_ST_contig_25134246.region001	3061
GD_ST_contig_25399700.region001	3065
GD_ST_contig_2876290.region001	3088
GD_ST_contig_337562.region001	3097
GD_ST_contig_3709181.region001	3105
GD_ST_contig_4000591.region001	3109
GD_ST_contig_4507396.region001	3124
GD_ST_contig_4903865.region001	3133
GD_ST_contig_5439818.region001	3142
ZJ_NB_contig_1145485.region001	3142
GD_ST_contig_5680384.region001	3148
GX_BH_contig_30230098.region001	3148
GD_ST_contig_5764066.region001	3152
GD_ST_contig_5910882.region001	3154
GD_ST_contig_6145992.region001	3163
GD_ST_contig_6148105.region001	3164
GD_ST_contig_693147.region001	3177
GD_ST_contig_7197498.region001	3184
GD_ST_contig_7263437.region001	3185
GD_ST_contig_756597.region001	3193
GD_ST_contig_8458718.region001	3215
GD_ST_contig_8766357.region001	3218
GD_ST_contig_9169739.region001	3227
GD_ZH_contig_10181283.region001	3249
GD_ZH_contig_10381170.region001	3255
GD_ZH_contig_10676369.region001	3266
GD_ZH_contig_10806400.region001	3269
GD_ZH_contig_10997029.region001	3276
GD_ZH_contig_11035848.region001	3279
GD_ZH_contig_11045986.region001	3280
GD_ZH_contig_11122334.region001	3283
GX_BH_contig_19925927.region001	3283
GD_ZH_contig_11570864.region001	3299
GD_ZH_contig_11830771.region001	3302
GD_ZH_contig_11852362.region001	3303
GD_ZH_contig_12541769.region001	3318
GD_ZH_contig_1287305.region001	3323
GD_ZH_contig_13013331.region001	3327
GD_ZH_contig_13166129.region001	3330
GD_ZH_contig_13336703.region001	3336
GD_ZH_contig_20653969.region001	3336
GD_ZH_contig_14555331.region001	3359
GD_ZH_contig_14663506.region001	3364
GD_ZH_contig_14859345.region001	3366
GD_ZH_contig_15162166.region001	3368
LN_DD_contig_1805270.region001	3368
GD_ZH_contig_15280512.region001	3376
GD_ZH_contig_16960236.region001	3411
GD_ZH_contig_1703136.region001	3414
GD_ZH_contig_17259630.region001	3420
GD_ZH_contig_17588901.region001	3429
GD_ZH_contig_17844912.region001	3437
GD_ZH_contig_17920141.region001	3438
GD_ZH_contig_17932586.region001	3439
GD_ZH_contig_18011661.region001	3442
GD_ZH_contig_18017363.region001	3443
GD_ZH_contig_18666303.region001	3456
GD_ZH_contig_18671642.region001	3457
GD_ZH_contig_18675213.region001	3458
GD_ZH_contig_19892805.region001	3481
GD_ZH_contig_20469917.region001	3500
GD_ZH_contig_21582825.region001	3525
GD_ZH_contig_2205804.region001	3532
GD_ZH_contig_22608552.region001	3546
GD_ZH_contig_22835732.region001	3555
GD_ZH_contig_23225507.region001	3555
GD_ZH_contig_22865922.region001	3556
GD_ZH_contig_23343376.region001	3566
GD_ZH_contig_23730604.region001	3576
GD_ZH_contig_23806731.region001	3579
GD_ZH_contig_24006523.region001	3583
GD_ZH_contig_24134916.region001	3589
GD_ZH_contig_24399650.region001	3593
GD_ZH_contig_25377072.region001	3620
GD_ZH_contig_25785860.region001	3628
GD_ZH_contig_25829692.region001	3633
GD_ZH_contig_26829300.region001	3649
GD_ZH_contig_3400813.region001	3666
GD_ZH_contig_3808761.region001	3674
ZJ_NB_contig_24416829.region001	3674
GD_ZH_contig_25188772.region001	3676
GD_ZH_contig_4003231.region001	3676
GD_ZH_contig_4513924.region001	3689
GD_ZH_contig_4567863.region001	3690
GD_ZH_contig_6197109.region001	3730
GD_ZH_contig_6204553.region001	3731
GD_ZH_contig_6558738.region001	3739
GD_ZH_contig_6630327.region001	3741
GD_ZH_contig_7138522.region001	3753
GD_ZH_contig_7200591.region001	3754
GD_ZH_contig_743589.region001	3757
GD_ZH_contig_745551.region001	3758
ZJ_NB_contig_4644635.region001	3758
GD_ZH_contig_5113176.region001	3763
GD_ZH_contig_7586902.region001	3763
GD_ZH_contig_776950.region001	3766
SD_DY_contig_21552269.region001	3766
ZJ_NB_contig_1457215.region001	3766
GD_ZH_contig_7794746.region001	3768
GD_ZH_contig_8821201.region001	3794
GD_ZH_contig_8887402.region001	3797
GD_ZH_contig_9209960.region001	3804
GD_ZH_contig_9330416.region001	3807
GD_ZH_contig_9492328.region001	3809
GD_ZH_contig_9796165.region001	3813
GX_BH_contig_10248672.region001	3832
GX_BH_contig_10577202.region001	3839
GX_BH_contig_29682560.region001	3839
HN_SY_contig_28974166.region001	3839
HN_SY_contig_306548.region001	3839
GX_BH_contig_10987860.region001	3844
GX_BH_contig_12393799.region001	3861
GX_BH_contig_12401843.region001	3862
FJ_XM_contig_15138506.region001	3863
GX_BH_contig_12535320.region001	3863
JS_YC_contig_12629833.region001	3863
SD_QD_contig_2381810.region001	3863
GX_BH_contig_12565780.region001	3865
GX_BH_contig_13257650.region001	3876
GX_BH_contig_1381166.region001	3888
