#BGC Name	Family Number
BGC0000630	592
BGC0000635	592
BGC0000638	599
BGC0000639	599
BGC0000640	599
BGC0000641	599
BGC0000642	599
BGC0000634	600
BGC0000643	600
BGC0000646	603
BGC0000647	604
BGC0000656	612
FJ_XM_contig_2813959.region001	2496
GD_ZH_contig_11519269.region001	2523
GD_ZH_contig_13860703.region001	2529
GD_ZH_contig_15177757.region001	2532
GD_ZH_contig_15232623.region001	2533
GD_ZH_contig_18629089.region001	2545
GD_ZH_contig_20748211.region001	2555
GD_ZH_contig_21165519.region001	2556
GD_ZH_contig_21728907.region001	2559
GD_ZH_contig_22690117.region001	2561
GD_ZH_contig_23039459.region001	2564
GD_ZH_contig_23696060.region001	2566
GD_ZH_contig_23710922.region001	2567
GD_ZH_contig_271760.region001	2580
GD_ZH_contig_3798809.region001	2582
GD_ZH_contig_4614422.region001	2584
GD_ZH_contig_5560556.region001	2589
GD_ZH_contig_690738.region001	2594
GD_ZH_contig_7615084.region001	2598
GD_ZH_contig_81338.region001	2601
GD_ZH_contig_8508877.region001	2603
GD_ZH_contig_9427432.region001	2607
GX_BH_contig_10108032.region001	2608
GX_BH_contig_12341959.region001	2614
GX_BH_contig_12055568.region001	2619
GX_BH_contig_16427542.region001	2619
GX_BH_contig_29658063.region001	2619
HN_SY_contig_13282090.region001	2619
GX_BH_contig_16858399.region001	2622
SD_QD_contig_6912869.region001	2622
GX_BH_contig_33343095.region001	2643
HN_SY_contig_10671765.region001	2651
HN_SY_contig_20471158.region001	2664
HN_SY_contig_32261994.region001	2674
JS_LYG_contig_2628360.region001	2691
JS_YC_contig_15133020.region001	2711
JS_YC_contig_16477379.region001	2718
JS_YC_contig_18384098.region001	2721
JS_YC_contig_19437490.region001	2722
JS_YC_contig_21011630.region001	2728
JS_YC_contig_21011630.region002	2729
JS_YC_contig_21700320.region001	2732
JS_YC_contig_1576837.region001	2734
JS_YC_contig_22083760.region001	2734
ZJ_WZ_contig_3206502.region001	2734
JS_YC_contig_27825850.region001	2749
JS_YC_contig_4370753.region001	2752
JS_YC_contig_62914.region001	2760
JS_YC_contig_62914.region002	2761
JS_YC_contig_916902.region001	2774
LN_DD_contig_11057742.region001	2782
LN_DD_contig_15142576.region001	2792
LN_DD_contig_18266370.region001	2800
LN_DD_contig_20558711.region001	2805
SD_DY_contig_11076962.region001	2827
SD_DY_contig_13178059.region001	2827
SD_DY_contig_27978922.region001	2827
SD_DY_contig_12023912.region001	2829
SD_DY_contig_15864561.region001	2846
GD_ZH_contig_12515053.region001	2861
SD_DY_contig_19756711.region001	2861
SD_DY_contig_21293606.region001	2864
SD_DY_contig_21769247.region002	2870
SD_DY_contig_22131439.region001	2872
SD_DY_contig_2257385.region002	2876
SD_DY_contig_22824326.region001	2879
SD_DY_contig_25818256.region001	2897
SD_DY_contig_27717175.region001	2904
SD_DY_contig_6127333.region001	2925
SD_DY_contig_6242392.region001	2927
SD_DY_contig_655463.region001	2929
SD_DY_contig_6714579.region001	2930
SD_DY_contig_743692.region001	2933
SD_DY_contig_7993784.region001	2936
SD_DY_contig_8312628.region001	2940
SD_DY_contig_9206545.region001	2950
SD_QD_contig_10339056.region001	2954
ZJ_WZ_contig_23867843.region001	2954
SD_QD_contig_10339056.region002	2955
SD_QD_contig_10380044.region001	2956
SD_QD_contig_1714841.region001	2971
SD_QD_contig_17383934.region001	2972
SD_QD_contig_18123446.region001	2973
SD_QD_contig_5490440.region001	2990
ZJ_NB_contig_12399028.region001	3000
GD_ZH_contig_11168689.region001	3004
GD_ZH_contig_25819278.region001	3004
ZJ_NB_contig_13344857.region001	3004
ZJ_NB_contig_13726994.region001	3007
ZJ_NB_contig_15508825.region001	3012
ZJ_NB_contig_22334498.region001	3020
ZJ_NB_contig_2251211.region001	3022
ZJ_NB_contig_228189.region001	3024
ZJ_NB_contig_23972005.region001	3028
ZJ_NB_contig_25857530.region001	3030
ZJ_NB_contig_4036110.region001	3038
ZJ_NB_contig_5406829.region001	3043
ZJ_NB_contig_5940340.region001	3046
ZJ_NB_contig_6893327.region001	3049
ZJ_NB_contig_7145030.region001	3051
ZJ_NB_contig_9095850.region001	3055
ZJ_WZ_contig_15853509.region001	3079
ZJ_WZ_contig_16088462.region001	3080
ZJ_WZ_contig_16114896.region001	3081
ZJ_WZ_contig_25960263.region001	3081
ZJ_WZ_contig_18452205.region002	3085
ZJ_WZ_contig_1964742.region001	3088
JS_YC_contig_7379985.region001	3094
JS_YC_contig_7757555.region001	3094
JS_YC_contig_9600639.region001	3094
ZJ_WZ_contig_22617918.region001	3094
SD_DY_contig_18885823.region001	3116
ZJ_WZ_contig_14405051.region001	3116
ZJ_WZ_contig_3869886.region001	3116
ZJ_WZ_contig_5523397.region001	3127
ZJ_WZ_contig_5699920.region002	3128
ZJ_WZ_contig_9074749.region001	3141
