bgc_name	genome_name	score
GX_BH_contig_20069125.region001	GX_BH_bin_10	1.0
GX_BH_contig_13436386.region001	GX_BH_bin_10	1.0
GX_BH_contig_33316885.region001	GX_BH_bin_33	0.9218839954949086
GX_BH_contig_17258045.region001	GX_BH_bin_33	0.9218839954949086
GX_BH_contig_33316885.region002	GX_BH_bin_33	0.9218839954949086
GX_BH_contig_20167490.region002	GX_BH_bin_33	0.9218839954949086
GX_BH_contig_28949178.region001	GX_BH_bin_33	0.9218839887243714
ZJ_WZ_contig_19701855.region001	ZJ_WZ_bin_17	0.8812162960702818
ZJ_WZ_contig_5944164.region001	ZJ_WZ_bin_17	0.8812162960702818
ZJ_WZ_contig_2258288.region001	ZJ_WZ_bin_17	0.8812162892997449
ZJ_WZ_contig_26813723.region001	ZJ_WZ_bin_17	0.8812162864952964
JS_YC_contig_10194482.region001	JS_YC_bin_143	0.8274844842199206
JS_YC_contig_16118866.region001	JS_YC_bin_143	0.8274844842199206
JS_YC_contig_6510465.region001	JS_YC_bin_143	0.8274844842199206
GX_BH_contig_20167490.region001	GX_BH_bin_33	0.791690462222409
GD_ST_contig_6145992.region001	GD_ST_bin_135	0.7721715732218604
JS_YC_contig_9600639.region001	JS_YC_bin_193	0.7311708245790293
LN_DD_contig_11412531.region001	LN_DD_bin_109	0.7290158209135188
LN_DD_contig_12436789.region001	LN_DD_bin_109	0.7290158209135188
LN_DD_contig_20558711.region001	LN_DD_bin_109	0.7290158113385333
ZJ_NB_contig_4036110.region001	ZJ_NB_bin_135	0.7268299854985774
ZJ_NB_contig_5290923.region001	ZJ_NB_bin_135	0.7268299854985774
ZJ_NB_contig_10371558.region001	ZJ_NB_bin_135	0.7268299854985774
ZJ_NB_contig_22832207.region001	ZJ_NB_bin_135	0.7268299854985774
GD_ZH_contig_4614422.region001	GD_ZH_bin_239	0.7243382896923607
HN_SY_contig_17845991.region001	HN_SY_bin_121	0.7220037222930937
HN_SY_contig_20471158.region001	HN_SY_bin_121	0.7220037222930937
SD_DY_contig_8331705.region001	SD_DY_bin_514	0.7201896239616473
SD_DY_contig_18530652.region001	SD_DY_bin_514	0.7201896239616473
SD_DY_contig_11889987.region001	SD_DY_bin_514	0.7201896239616473
SD_DY_contig_2357354.region001	SD_DY_bin_514	0.7201896171911103
ZJ_NB_contig_543294.region001	ZJ_NB_bin_20	0.7163322888531788
ZJ_NB_contig_6893327.region001	ZJ_NB_bin_20	0.7163322888531788
ZJ_NB_contig_7145030.region001	ZJ_NB_bin_20	0.7163322888531788
ZJ_NB_contig_10862988.region001	ZJ_NB_bin_20	0.7163322888531788
SD_QD_contig_1140820.region001	SD_QD_bin_32	0.7091833630821154
SD_DY_contig_21769247.region002	SD_DY_bin_460	0.7046998187166192
SD_DY_contig_5353751.region001	SD_DY_bin_460	0.7046998187166192
SD_DY_contig_1580874.region001	SD_DY_bin_460	0.7046998187166192
SD_DY_contig_18055696.region001	SD_DY_bin_460	0.7046998187166192
SD_DY_contig_25818256.region001	SD_DY_bin_460	0.7046998187166192
SD_DY_contig_6213267.region001	SD_DY_bin_291	0.702422295633522
SD_DY_contig_8787890.region001	SD_DY_bin_508	0.6962711599304661
SD_DY_contig_8151327.region001	SD_DY_bin_508	0.6962711599304661
SD_DY_contig_8845631.region001	SD_DY_bin_508	0.6962711599304661
GD_ST_contig_21330448.region001	GD_ST_bin_3	0.6955231033276758
GD_ST_contig_6032448.region001	GD_ST_bin_3	0.6955231033276758
GD_ST_contig_15982840.region001	GD_ST_bin_3	0.6955231033276758
GX_BH_contig_22412940.region001	GX_BH_bin_94	0.6952793616801052
ZJ_WZ_contig_5523397.region001	ZJ_WZ_bin_99	0.6946481119986473
ZJ_WZ_contig_5071952.region001	ZJ_WZ_bin_99	0.6946481119986473
SD_DY_contig_2314354.region001	SD_DY_bin_327	0.690382583571395
SD_QD_contig_10380044.region001	SD_QD_bin_125	0.6811988185994056
SD_QD_contig_27933879.region002	SD_QD_bin_125	0.6811988185994056
JS_YC_contig_23240695.region001	JS_YC_bin_145	0.6807250424531954
JS_YC_contig_5422315.region001	JS_YC_bin_145	0.6807250356826583
SD_QD_contig_12638362.region002	SD_QD_bin_224	0.6806109388336019
SD_QD_contig_12638362.region001	SD_QD_bin_224	0.6806109388336019
SD_DY_contig_8371887.region001	SD_DY_bin_520	0.6798974391031993
SD_DY_contig_5387054.region001	SD_DY_bin_520	0.6798974391031993
GD_ZH_contig_21355347.region001	GD_ZH_bin_43	0.6770450559165893
JS_YC_contig_16058719.region002	JS_YC_bin_130	0.6764587826672692
JS_YC_contig_16058719.region001	JS_YC_bin_130	0.6764587826672692
JS_YC_contig_18384098.region001	JS_YC_bin_130	0.6764587826672692
JS_YC_contig_27825850.region001	JS_YC_bin_130	0.6764587826672692
ZJ_WZ_contig_8928421.region001	ZJ_WZ_bin_60	0.6733820143802156
ZJ_WZ_contig_18452205.region002	ZJ_WZ_bin_60	0.6733820143802156
ZJ_WZ_contig_18452205.region001	ZJ_WZ_bin_60	0.6733820143802156
ZJ_WZ_contig_6199230.region001	ZJ_WZ_bin_60	0.6733820143802156
ZJ_WZ_contig_2231014.region001	ZJ_WZ_bin_60	0.6733820048052301
SD_DY_contig_15429925.region001	SD_DY_bin_428	0.6712904080414102
SD_DY_contig_24155755.region001	SD_DY_bin_347	0.6671623049764944
SD_DY_contig_27995665.region001	SD_DY_bin_143	0.6659845706588492
ZJ_NB_contig_5940340.region001	ZJ_NB_bin_175	0.6639400033114171
ZJ_NB_contig_4556953.region001	ZJ_NB_bin_175	0.6639399965408799
JS_YC_contig_26509841.region001	JS_YC_bin_143	0.6621799972190792
LN_DD_contig_2192311.region001	LN_DD_bin_170	0.6617976978313305
LN_DD_contig_25544868.region001	LN_DD_bin_170	0.6617976978313305
LN_DD_contig_17408839.region001	LN_DD_bin_170	0.6617976978313305
LN_DD_contig_22504336.region001	LN_DD_bin_170	0.661797688256345
SD_QD_contig_26051585.region001	SD_QD_bin_226	0.6614861252131804
LN_DD_contig_392358.region001	LN_DD_bin_43	0.6586711200882335
SD_QD_contig_1714841.region001	SD_QD_bin_233	0.6584473126347173
HN_SY_contig_30633376.region001	HN_SY_bin_89	0.6573492490405455
SD_DY_contig_27579362.region001	SD_DY_bin_178	0.6558360383636781
SD_DY_contig_24549765.region001	SD_DY_bin_178	0.6558360383636781
ZJ_WZ_contig_12303620.region001	ZJ_WZ_bin_220	0.6542803111202798
ZJ_WZ_contig_25242890.region001	ZJ_WZ_bin_220	0.6542803111202798
ZJ_WZ_contig_19620708.region001	ZJ_WZ_bin_220	0.6542803111202798
ZJ_WZ_contig_4461778.region001	ZJ_WZ_bin_196	0.6509692137043419
ZJ_WZ_contig_4461778.region002	ZJ_WZ_bin_196	0.6509692137043419
ZJ_WZ_contig_16088462.region001	ZJ_WZ_bin_196	0.6509692137043419
ZJ_WZ_contig_6703974.region001	ZJ_WZ_bin_196	0.6509692041293563
HN_SY_contig_6240856.region001	HN_SY_bin_220	0.6479711230549562
SD_DY_contig_15443866.region001	SD_DY_bin_194	0.6472334691940314
SD_DY_contig_2257385.region002	SD_DY_bin_194	0.6472334691940314
ZJ_NB_contig_878734.region001	ZJ_NB_bin_121	0.6426154280842007
ZJ_NB_contig_26179855.region001	ZJ_NB_bin_126	0.64162728260294
