bgc_name	membership_value
GD_ZH_contig_14237595.region001	1.04316563754939
GX_BH_contig_6501964.region001	0.659814374397743
SD_QD_contig_4248765.region001	0.753102157839931
GD_ZH_contig_22435661.region001	1.03038106385122
HN_SY_contig_13876404.region001	0.968719730203087
ZJ_NB_contig_11184934.region001	1.05058725276854
SD_DY_contig_6856395.region001	1.3570167803984
GD_ST_contig_11935332.region001	0.927492956417884
GD_ST_contig_5235024.region001	0.596074156810757
LN_DD_contig_9429121.region001	1.31271763149361
SD_DY_contig_22778299.region001	0.846883033639433
HN_SY_contig_29585164.region001	0.793965729625767
HN_SY_contig_34366357.region001	1.17226653477573
SD_DY_contig_8502397.region001	1.00885456340725
ZJ_NB_contig_617805.region001	1.00885456340725
FJ_XM_contig_11120126.region001	1.14276605060377
GX_BH_contig_12133830.region001	1.09890822646351
HN_SY_contig_1309772.region001	0.668067959973701
HN_SY_contig_9832194.region001	0.896845738725425
LN_DD_contig_5942206.region001	1.06665088232053
GX_BH_contig_6277031.region001	0.791169487371952
GD_ZH_contig_4712405.region001	0.796752158385502
HN_SY_contig_16589996.region001	1.0866931808622
SD_DY_contig_1061134.region001	1.06076997990314
SD_DY_contig_15042897.region001	0.641782493076836
HN_SY_contig_13738128.region001	0.823054891753102
GX_BH_contig_10265647.region001	1.04156296255758
JS_LYG_contig_12388118.region001	1.3570167803984
SD_DY_contig_3901016.region001	0.873901504944664
FJ_XM_contig_2339218.region001	1.24802237568418
JS_YC_contig_13056281.region001	1.06983305916985
GD_ZH_contig_5289268.region001	1.3570167803984
SD_DY_contig_11580069.region001	1.16085288344572
HN_SY_contig_8849871.region001	0.980706470152636
FJ_XM_contig_15322387.region001	1.09888012033299
HN_SY_contig_4407694.region001	0.766554681609149
GD_ST_contig_25193699.region001	1.12930779739985
GD_ST_contig_14512008.region001	0.970725343394151
GX_BH_contig_32425763.region001	0.61806377479592
HN_SY_contig_32866753.region001	0.724950486733151
SD_DY_contig_4757426.region001	0.995239220494226
ZJ_NB_contig_13651064.region001	0.969239069213577
JS_YC_contig_8045134.region001	1.3570167803984
SD_DY_contig_13296612.region001	1.06321906614239
SD_DY_contig_5592559.region001	0.983822294378268
SD_QD_contig_18252412.region001	0.559016994374947
HN_SY_contig_13595534.region001	1.05865907062431
LN_DD_contig_18196569.region001	1.10435172134722
JS_YC_contig_3873111.region001	0.681589285580171
HN_SY_contig_33985469.region001	1.0117341543121
SD_DY_contig_24215210.region001	1.10383534513486
HN_SY_contig_9482023.region001	1.04204600274635
SD_DY_contig_17929086.region001	0.605810893055373
HN_SY_contig_30215941.region001	1.00453604887725
HN_SY_contig_31873682.region001	1.13281791420116
SD_DY_contig_18481886.region001	0.823711973429984
JS_LYG_contig_13405568.region001	1.11996819698177
SD_DY_contig_25257283.region001	0.907841446635032
JS_YC_contig_12211745.region001	1.11574914476381
SD_DY_contig_17620589.region001	0.933967929360829
LN_DD_contig_17429144.region001	1.22013850647178
SD_DY_contig_15738582.region001	0.891296498530664
HN_SY_contig_29426216.region001	0.85121680328588
HN_SY_contig_16617557.region001	0.683831542202135
GD_ZH_contig_19768489.region001	0.780445414355806
SD_DY_contig_21576156.region001	1.3570167803984
SD_DY_contig_14194785.region001	0.722021328731654
SD_DY_contig_24593887.region001	1.20231171590037
SD_DY_contig_15562963.region001	1.17548089404499
GX_BH_contig_33181134.region001	0.977788394982775
JS_YC_contig_8514560.region001	1.20858047307289
SD_DY_contig_2338711.region001	0.97902436749726
SD_DY_contig_20602565.region001	1.17474919559066
HN_SY_contig_6652238.region001	0.318044639012944
SD_DY_contig_5202986.region001	1.13605086361791
JS_YC_contig_18374945.region001	0.724950486733151
JS_LYG_contig_13055656.region001	1.09226187343953
ZJ_WZ_contig_17596874.region001	1.02595037277713
JS_YC_contig_24171547.region001	1.16473223816157
HN_SY_contig_21350877.region001	0.988785732711629
SD_DY_contig_13442537.region001	1.09298225645129
SD_QD_contig_123332.region001	1.08738982441963
GD_ZH_contig_14125351.region001	1.02743859520291
HN_SY_contig_10722755.region001	0.846377277865577
SD_QD_contig_6893032.region001	0.806014237826588
ZJ_WZ_contig_9334491.region001	0.970226359885634
ZJ_WZ_contig_8424567.region001	1.14888244198059
SD_QD_contig_28963151.region001	1.08898484319925
SD_DY_contig_5086065.region001	0.722021328731654
SD_QD_contig_21566149.region001	0.433012701892219
HN_SY_contig_30928540.region001	1.01816339823942
SD_QD_contig_8032616.region001	0.951116000663652
SD_DY_contig_7909231.region001	1.07664273255749
HN_SY_contig_17651287.region001	0.902064431370335
LN_DD_contig_3507685.region001	0.794652859731261
GX_BH_contig_3676821.region001	0.933967929360829
SD_DY_contig_24285842.region001	0.851433343251428
JS_YC_contig_15625613.region001	0.907841446635032
GD_ZH_contig_25074780.region001	0.91478959543952
SD_DY_contig_23694686.region001	0.717070042205816
LN_DD_contig_9721466.region001	0.881581541651172
SD_DY_contig_20526129.region001	1.22838951529471
SD_QD_contig_8613174.region001	0.76536686473018
HN_SY_contig_22972429.region001	0.895196701648132
GD_ST_contig_4142422.region001	0.61806377479592
SD_DY_contig_5730656.region001	1.2064765308292
GX_BH_contig_9406250.region001	1.0699703987969
SD_DY_contig_8916378.region001	1.05175122662316
SD_DY_contig_20477909.region001	0.615174896153765
SD_DY_contig_1518807.region001	0.862264901858494
HN_SY_contig_21918008.region001	1.110002762617
GD_ZH_contig_13254315.region001	0.887976021555476
JS_LYG_contig_1064328.region001	1.05914311232269
SD_QD_contig_21846895.region001	1.06357413537038
GD_ZH_contig_10222159.region001	1.23160195370767
SD_DY_contig_20972572.region001	0.890400687491835
ZJ_WZ_contig_15722792.region001	1.14419127526381
ZJ_WZ_contig_25199913.region001	1.25031119563982
SD_DY_contig_10515637.region001	1.19944095336627
GX_BH_contig_15578517.region001	0.846377277865577
SD_DY_contig_21574971.region001	0.47430939605149
GD_ST_contig_3709181.region001	1.17545536838957
FJ_XM_contig_6746499.region001	1.04923495696078
HN_SY_contig_26601434.region001	1.16651712681147
SD_DY_contig_14797303.region001	1.01335240137757
ZJ_NB_contig_4644635.region001	0.843020318592257
ZJ_WZ_contig_23684575.region001	0.703122932839449
SD_DY_contig_24434161.region001	0.615174896153765
SD_DY_contig_18356861.region001	0.74947112024308
SD_DY_contig_23055043.region001	1.15048093233653
LN_DD_contig_6812143.region001	1.00812984614026
LN_DD_contig_6882345.region001	0.678302410303804
SD_DY_contig_8474225.region001	1.13560824954962
GD_ST_contig_337562.region001	1.25390445773608
SD_QD_contig_6635728.region001	0.664717388633409
SD_DY_contig_6671884.region001	1.08556809002347
ZJ_NB_contig_5985294.region001	0.836386757984536
GD_ZH_contig_20363708.region001	0.668067959973701
JS_YC_contig_15129040.region001	0.924610432999958
JS_YC_contig_27170407.region001	1.1148571349963
GX_BH_contig_24646393.region001	1.25254516343355
SD_QD_contig_6572884.region001	0.950729518593535
SD_QD_contig_27434611.region001	0.882635934119354
SD_QD_contig_23676596.region001	1.04025555172311
ZJ_WZ_contig_1315878.region001	1.1874026632062
HN_SY_contig_23551998.region001	0.61806377479592
SD_DY_contig_20778360.region001	1.08738982441963
SD_QD_contig_11382305.region001	0.773872505136012
SD_DY_contig_4854512.region001	0.958288006259693
SD_QD_contig_28465332.region001	0.74947112024308
FJ_XM_contig_9954430.region001	1.03340362125006
JS_LYG_contig_17745713.region001	1.21434360718776
SD_QD_contig_4280079.region001	1.08738982441963
GD_ST_contig_16622138.region001	1.13535190219942
GD_ST_contig_20665579.region001	0.937352947829405
SD_DY_contig_14791280.region001	0.916782266294298
ZJ_NB_contig_23273957.region001	0.7225877017147
ZJ_NB_contig_21688632.region001	0.307464828190206
GD_ST_contig_18669066.region001	1.14398056773166
SD_QD_contig_14330636.region001	1.3570167803984
SD_DY_contig_14815095.region001	0.894153177035366
SD_DY_contig_2324048.region001	0.641782493076836
GD_ZH_contig_2254845.region001	0.951719944299866
HN_SY_contig_13126230.region001	1.14949864379011
JS_YC_contig_19173091.region001	0.788438860497006
JS_YC_contig_2301486.region001	0.821475311316074
FJ_XM_contig_33317161.region001	1.12970862566033
JS_YC_contig_13453252.region001	0.719549944261159
JS_LYG_contig_6720158.region001	1.17064531226733
SD_DY_contig_28110081.region001	0.932002762925907
SD_DY_contig_5181366.region001	1.08853893012742
SD_DY_contig_22827875.region001	1.04662480809113
SD_DY_contig_22883991.region001	0.890400687491835
HN_SY_contig_26196972.region001	0.933967929360829
GX_BH_contig_23290169.region001	0.933967929360829
HN_SY_contig_25315481.region001	1.20397973223779
SD_DY_contig_8557865.region001	0.968719730203087
SD_DY_contig_5347604.region001	0.759731870437738
SD_DY_contig_20355429.region001	0.916529775294384
SD_DY_contig_28828040.region001	0.846318324735797
SD_QD_contig_9124182.region001	0.641782493076836
HN_SY_contig_20938877.region001	1.11265414123116
HN_SY_contig_15868829.region001	0.929650852432646
SD_DY_contig_9413509.region001	1.13384676564229
GD_ZH_contig_9087976.region001	0.639743580175956
SD_QD_contig_15918531.region001	1.08738982441963
ZJ_WZ_contig_11012928.region001	0.708203274561016
HN_SY_contig_756309.region001	1.08114597279113
SD_DY_contig_8839117.region001	0.961962652657249
LN_DD_contig_16197706.region001	0.821404772653513
SD_DY_contig_27134276.region001	1.07084796541714
SD_DY_contig_17902771.region001	1.3570167803984
SD_DY_contig_6652816.region001	1.14335168481189
LN_DD_contig_588898.region001	1.09357599979805
SD_QD_contig_6377203.region001	1.00773648372897
SD_DY_contig_8904451.region001	0.905582965142283
SD_DY_contig_23304412.region001	1.0618201617846
SD_DY_contig_17524507.region001	1.16642865057904
SD_QD_contig_16698985.region001	0.890400687491835
JS_LYG_contig_2220401.region001	0.91478959543952
SD_DY_contig_20637901.region001	1.17797096889298
SD_DY_contig_5208478.region001	0.7225877017147
SD_QD_contig_2340128.region001	0.81059489988198
SD_DY_contig_16350434.region001	0.984696743136024
HN_SY_contig_22582413.region001	0.724950486733151
HN_SY_contig_25738213.region001	1.09892912718843
ZJ_WZ_contig_9999418.region001	0.719549944261159
JS_LYG_contig_19422895.region001	1.10721711068191
GD_ST_contig_12961546.region001	1.22005768006189
SD_DY_contig_13908508.region001	1.1564466143697
HN_SY_contig_7891710.region001	0.47430939605149
GD_ST_contig_22544323.region001	1.03573450479321
HN_SY_contig_11321767.region001	0.884518963845971
GD_ST_contig_760420.region001	1.14652951799468
GX_BH_contig_32098062.region001	0.9328503367654
ZJ_NB_contig_15301682.region001	0.891296498530664
LN_DD_contig_5138621.region001	1.05458728111639
FJ_XM_contig_542069.region001	1.16049504321205
GD_ST_contig_180054.region001	1.11915084721711
HN_SY_contig_14352062.region001	1.25434566597299
HN_SY_contig_22912160.region001	1.14983731478935
HN_SY_contig_9332183.region001	0.814870973654933
SD_DY_contig_8908299.region001	0.99820193994482
ZJ_NB_contig_3282648.region001	1.29487854888086
HN_SY_contig_15996005.region001	1.13078654798466
SD_DY_contig_20067646.region001	0.719867980039895
SD_DY_contig_475501.region001	1.16269319936009
SD_QD_contig_29901735.region001	0.82941480463547
SD_QD_contig_25788924.region001	1.04257207028537
ZJ_WZ_contig_20292225.region001	0.816351193357592
ZJ_WZ_contig_18917221.region001	1.09886281476235
ZJ_WZ_contig_23619067.region001	1.19621581260372
LN_DD_contig_10056158.region001	1.09956549681034
ZJ_WZ_contig_17014336.region001	1.17960210115073
FJ_XM_contig_6733568.region001	0.654816502037157
LN_DD_contig_13707941.region001	0.993973242520327
SD_DY_contig_23211322.region001	0.862264901858494
SD_DY_contig_28665194.region001	1.085604749829
SD_DY_contig_21315926.region001	1.05315202778386
HN_SY_contig_27936139.region001	1.20949718890219
HN_SY_contig_13549152.region001	0.371500849855822
SD_QD_contig_10358863.region001	0.766554681609149
GX_BH_contig_5057668.region001	1.14213518238405
GX_BH_contig_11814657.region001	1.06650743384024
HN_SY_contig_26409081.region001	0.754855029877666
GD_ST_contig_1275780.region001	1.05865907062431
GD_ST_contig_6423233.region001	1.16133991190097
SD_DY_contig_15811516.region001	1.09839649546998
ZJ_NB_contig_28631121.region001	1.14651015852561
SD_DY_contig_16994608.region001	1.16227873514711
GX_BH_contig_24087949.region001	0.81059489988198
HN_SY_contig_3984135.region001	1.09641950437087
HN_SY_contig_6243213.region001	1.20858047307289
SD_QD_contig_3277488.region001	0.91478959543952
LN_DD_contig_12982712.region001	0.929063438623602
FJ_XM_contig_17502524.region001	1.23160195370767
FJ_XM_contig_7168626.region001	1.05865907062431
HN_SY_contig_20916354.region001	1.21224291939056
JS_YC_contig_19800560.region001	1.08738982441963
SD_DY_contig_14815732.region001	1.15866550174113
