#BGC Name	Family Number
BGC0001031	966
BGC0001032	966
BGC0000176	1020
BGC0001089	1020
BGC0001099	1020
BGC0000182	1022
BGC0000186	1022
BGC0001091	1022
BGC0001470	1022
BGC0001751	1022
SD_DY_contig_6639375.region001	1022
BGC0001161	1083
BGC0001162	1083
BGC0001163	1083
BGC0001160	1084
BGC0001164	1084
SD_DY_contig_22209241.region001	1084
BGC0002171	1979
BGC0002275	1979
GD_ST_contig_25408909.region001	1979
JS_YC_contig_1069663.region001	1979
SD_DY_contig_1121898.region001	1979
SD_DY_contig_3808148.region001	1979
SD_QD_contig_18975802.region001	1979
FJ_XM_contig_12572442.region001	2532
FJ_XM_contig_14707418.region001	2532
FJ_XM_contig_2745980.region001	2532
FJ_XM_contig_31427085.region001	2532
FJ_XM_contig_33197197.region001	2532
GD_ST_contig_21363641.region001	2532
JS_LYG_contig_9878242.region001	2532
LN_DD_contig_11619681.region001	2532
LN_DD_contig_12247071.region001	2532
LN_DD_contig_5783652.region001	2532
LN_DD_contig_7393943.region001	2532
LN_DD_contig_7464233.region001	2532
LN_DD_contig_967896.region001	2532
SD_DY_contig_23722280.region001	2532
SD_QD_contig_19882804.region001	2532
FJ_XM_contig_22614251.region001	2582
HN_SY_contig_32912635.region001	2582
SD_DY_contig_27322975.region001	2582
SD_QD_contig_18131952.region001	2582
FJ_XM_contig_25002975.region001	2602
FJ_XM_contig_27248813.region001	2615
FJ_XM_contig_27663484.region001	2620
FJ_XM_contig_29502581.region001	2636
FJ_XM_contig_30306746.region001	2638
FJ_XM_contig_31709363.region001	2648
FJ_XM_contig_33293050.region001	2664
FJ_XM_contig_36007956.region001	2681
FJ_XM_contig_411716.region001	2687
FJ_XM_contig_4478605.region001	2691
FJ_XM_contig_6852438.region001	2720
FJ_XM_contig_6892856.region001	2721
FJ_XM_contig_7439242.region001	2729
FJ_XM_contig_7693622.region001	2732
GD_ST_contig_12961546.region001	2818
GD_ST_contig_1354545.region001	2828
GD_ST_contig_14625126.region001	2843
SD_DY_contig_13942774.region001	2843
SD_QD_contig_8244869.region001	2843
GD_ST_contig_16304692.region001	2874
GD_ST_contig_17085640.region001	2893
GD_ST_contig_1722903.region001	2900
GD_ST_contig_17799470.region001	2913
LN_DD_contig_19088203.region001	2913
LN_DD_contig_8164772.region001	2913
GD_ST_contig_18452486.region001	2925
GD_ST_contig_18468763.region001	2926
GD_ST_contig_18789920.region002	2937
GD_ST_contig_19323759.region001	2945
GD_ST_contig_19420437.region001	2951
GD_ST_contig_21344388.region001	2997
GD_ST_contig_22152713.region001	3012
GD_ST_contig_22339661.region001	3013
GD_ST_contig_23315396.region001	3026
GD_ST_contig_25193699.region001	3062
GD_ZH_contig_22435661.region001	3062
GX_BH_contig_10265647.region001	3062
GX_BH_contig_32450737.region001	3062
HN_SY_contig_30934894.region001	3062
HN_SY_contig_7310303.region001	3062
JS_YC_contig_13838752.region001	3062
JS_YC_contig_5699393.region001	3062
LN_DD_contig_6812143.region001	3062
SD_DY_contig_1077756.region001	3062
SD_DY_contig_11161841.region001	3062
SD_DY_contig_22789060.region001	3062
SD_DY_contig_2492433.region001	3062
SD_DY_contig_26415345.region001	3062
SD_DY_contig_5181366.region001	3062
SD_DY_contig_7909231.region001	3062
SD_QD_contig_13893606.region001	3062
SD_QD_contig_21846895.region001	3062
ZJ_NB_contig_11184934.region001	3062
ZJ_WZ_contig_17596874.region001	3062
ZJ_WZ_contig_26324836.region001	3062
GD_ST_contig_26383080.region001	3080
GD_ST_contig_3046199.region001	3090
GD_ST_contig_4530522.region001	3125
GD_ST_contig_4738984.region001	3132
GD_ST_contig_603153.region001	3157
GD_ST_contig_760420.region001	3194
ZJ_WZ_contig_14917059.region001	3194
GD_ST_contig_9385901.region001	3231
GD_ZH_contig_10282700.region001	3252
GD_ZH_contig_10654740.region001	3265
GD_ZH_contig_11449603.region001	3293
GD_ZH_contig_11598331.region001	3300
GD_ZH_contig_12092662.region001	3309
GD_ZH_contig_12229520.region001	3312
GD_ZH_contig_12963622.region001	3324
GD_ZH_contig_13096023.region001	3328
GD_ZH_contig_1359292.region001	3338
GD_ZH_contig_14056670.region001	3346
ZJ_NB_contig_3771316.region001	3346
GD_ZH_contig_14264710.region001	3352
GD_ZH_contig_14328346.region001	3354
GD_ZH_contig_14646968.region001	3363
GD_ZH_contig_15220138.region001	3373
GD_ZH_contig_15559360.region001	3384
GD_ZH_contig_15621398.region001	3388
GD_ZH_contig_17669193.region001	3434
LN_DD_contig_13208640.region001	3434
GD_ZH_contig_18054444.region001	3447
SD_DY_contig_16028495.region001	3447
SD_DY_contig_16149413.region001	3447
SD_DY_contig_24549765.region001	3447
GD_ZH_contig_19026610.region001	3463
GD_ZH_contig_19096252.region001	3465
GD_ZH_contig_19401025.region001	3471
GD_ZH_contig_20047269.region001	3486
GD_ZH_contig_20118855.region001	3488
GD_ZH_contig_20448458.region001	3498
SD_DY_contig_774650.region001	3498
GD_ZH_contig_20984341.region001	3512
GD_ZH_contig_21350270.region001	3521
GD_ZH_contig_21355347.region001	3522
GD_ZH_contig_23054090.region001	3560
GD_ZH_contig_23323084.region001	3565
GD_ZH_contig_23450495.region001	3569
GD_ZH_contig_25253034.region001	3617
GD_ZH_contig_25369038.region001	3619
GD_ZH_contig_25788438.region001	3629
GD_ZH_contig_26086731.region001	3637
GD_ZH_contig_2680832.region001	3648
GD_ZH_contig_26950655.region001	3651
GD_ZH_contig_2720879.region001	3654
GD_ZH_contig_408891.region001	3678
GD_ZH_contig_4509866.region001	3688
GD_ZH_contig_5314402.region001	3708
GD_ZH_contig_6295076.region001	3732
GD_ZH_contig_7778347.region001	3767
GD_ZH_contig_8245543.region001	3780
GD_ZH_contig_8519078.region001	3787
GD_ZH_contig_20765008.region001	3805
GD_ZH_contig_9219003.region001	3805
SD_DY_contig_2944661.region001	3805
ZJ_WZ_contig_11950577.region001	3805
ZJ_WZ_contig_24842421.region001	3805
ZJ_WZ_contig_9577783.region001	3805
GD_ZH_contig_9884859.region001	3819
LN_DD_contig_19734290.region001	3819
GX_BH_contig_120825.region001	3854
GX_BH_contig_12122827.region001	3855
GX_BH_contig_12296386.region001	3859
GX_BH_contig_13525631.region001	3881
GX_BH_contig_13703313.region001	3884
GX_BH_contig_13810605.region001	3887
GX_BH_contig_14661448.region001	3902
GX_BH_contig_15028789.region001	3907
GX_BH_contig_16010344.region001	3924
GX_BH_contig_18227068.region001	3950
GX_BH_contig_18256052.region001	3953
SD_DY_contig_2851769.region001	3953
GX_BH_contig_19227830.region001	3969
GD_ST_contig_11030957.region001	3981
GX_BH_contig_20161164.region001	3981
GX_BH_contig_20524350.region001	3986
GX_BH_contig_22135702.region001	4010
GX_BH_contig_24441866.region001	4049
GX_BH_contig_25084577.region001	4064
GX_BH_contig_26607637.region001	4083
GX_BH_contig_27237481.region001	4090
GX_BH_contig_32161106.region001	4136
GX_BH_contig_33524213.region001	4168
GX_BH_contig_34058220.region001	4176
GX_BH_contig_3670843.region001	4181
GX_BH_contig_4266322.region001	4190
GX_BH_contig_5976756.region001	4207
GX_BH_contig_6745036.region001	4222
GX_BH_contig_7123340.region001	4227
GX_BH_contig_7768302.region001	4234
HN_SY_contig_11151810.region001	4304
HN_SY_contig_11457602.region001	4317
HN_SY_contig_11581770.region001	4326
HN_SY_contig_12001052.region001	4335
HN_SY_contig_12128493.region001	4338
HN_SY_contig_13300898.region001	4377
HN_SY_contig_13386832.region001	4384
HN_SY_contig_13911438.region001	4402
HN_SY_contig_13936120.region001	4403
HN_SY_contig_32580600.region001	4403
HN_SY_contig_14030745.region001	4409
JS_LYG_contig_15253637.region001	4409
SD_QD_contig_15770587.region001	4409
SD_QD_contig_89757.region001	4409
HN_SY_contig_15273269.region001	4441
HN_SY_contig_15900473.region001	4456
HN_SY_contig_16401518.region001	4465
HN_SY_contig_17438177.region001	4485
HN_SY_contig_17845991.region001	4499
HN_SY_contig_19070369.region001	4529
HN_SY_contig_2088778.region001	4591
HN_SY_contig_21141494.region001	4602
HN_SY_contig_22855638.region001	4648
HN_SY_contig_23049706.region001	4657
HN_SY_contig_23841753.region001	4677
HN_SY_contig_24333232.region001	4686
HN_SY_contig_24528586.region001	4694
HN_SY_contig_26234942.region001	4735
HN_SY_contig_2897293.region001	4825
HN_SY_contig_29728826.region001	4863
HN_SY_contig_30026240.region001	4871
HN_SY_contig_30427448.region001	4876
HN_SY_contig_30880611.region001	4894
HN_SY_contig_30905780.region001	4896
HN_SY_contig_31387502.region001	4908
HN_SY_contig_26990004.region001	4957
HN_SY_contig_33237319.region001	4957
HN_SY_contig_4547576.region001	4957
HN_SY_contig_8967330.region001	4957
LN_DD_contig_11353990.region001	4957
HN_SY_contig_33270567.region001	4960
HN_SY_contig_4156267.region001	5022
HN_SY_contig_5298262.region001	5047
HN_SY_contig_5505098.region001	5056
GD_ZH_contig_22825634.region001	5069
HN_SY_contig_6131868.region001	5069
SD_DY_contig_17913562.region001	5069
SD_DY_contig_6912369.region001	5069
SD_QD_contig_23009525.region001	5069
SD_QD_contig_29997984.region001	5069
HN_SY_contig_6948269.region001	5094
HN_SY_contig_6977956.region001	5096
HN_SY_contig_7975367.region001	5122
HN_SY_contig_8088022.region001	5127
HN_SY_contig_30446493.region001	5137
HN_SY_contig_32478935.region001	5137
HN_SY_contig_858008.region001	5137
JS_YC_contig_25574568.region001	5137
JS_YC_contig_26675994.region001	5137
SD_DY_contig_14080410.region001	5137
HN_SY_contig_34037873.region001	5168
HN_SY_contig_9461395.region001	5168
HN_SY_contig_9571630.region001	5174
HN_SY_contig_9588364.region001	5175
JS_LYG_contig_10214832.region001	5197
JS_LYG_contig_10434148.region001	5199
JS_LYG_contig_13812382.region001	5247
JS_LYG_contig_17745713.region001	5289
JS_LYG_contig_23105294.region001	5341
JS_LYG_contig_5775405.region001	5396
JS_YC_contig_11152028.region001	5469
JS_YC_contig_11163053.region001	5470
